,Curso_PRE,Nivel_PRE,Codigo,Edad,Genero_PRE,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias_PRE,Dedicacion_PRE,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar_PRE,Estudiar_PRE,Entender_PRE,No_entender_PRE,Profesional_PRE,Actividades_PRE,Carrera_PRE,Facilidad_PRE,Disfrutar_PRE,No_trabajo_PRE,Mundo_mejor_PRE,Interes_asignaturas_PRE,Salida_profesional_PRE,Actividades_instituto_PRE,Dificultad_asignaturas_PRE,Trabajo_PRE,Respeto_cientificos_PRE,Efecto_vidas_PRE,No_gustar_PRE,Examenes_PRE,Decisiones_personales_PRE,Curso_POST,Nivel_POST,Genero_POST,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion_POST,Valoracion_ingenierias_POST,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar_POST,Estudiar_POST,Entender_POST,No_entender_POST,Profesional_POST,Actividades_POST,Carrera_POST,Facilidad_POST,Disfrutar_POST,No_trabajo_POST,Mundo_mejor_POST,Interes_asignaturas_POST,Salida_profesional_POST,Actividades_instituto_POST,Dificultad_asignaturas_POST,Trabajo_POST,Respeto_cientificos_POST,Efecto_vidas_POST,No_gustar_POST,Examenes_POST,Decisiones_personales_POST
85,CIBERSEGURIDAD,SENIOR,1112643,16,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Es Ingeniero agrónomo,Es Ingeniero agrónomo,Entre los primeros de la clase,Buen estudiante,5,5,5,1,5,5,5,4,5,4,5,5,5,5,4,4,4,4,1,4,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,9,9,Muy buena,Muy buena,Buena,Muy bien,Sí,Ingeniero de Telecomunicaciones o Aeronaútico,Muy buena,Bien,Sí,Sí,10,Python,Nada,Quizá adaptarse algo más al nivel de los alumnos pero en general todo muy bien,5,5,5,1,1,5,5,4,5,1,5,5,5,5,4,4,4,5,1,4,3
86,CIBERSEGURIDAD,SENIOR,1203465,15,Chico,Yo,"2016, 2017, 2018, 2020 (online)",Sí,Muy buena,,Ingeniero,Bióloga,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,5,1,1,4,5,4,5,1,5,5,4,5,2,4,5,4,1,1,5,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,no se,Muy buena,Bien,Sí,Sí,9,no se,no se,no se,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
87,CIBERSEGURIDAD,SENIOR,1204427,16,Chico,"Yo, Mis padres",No,Sí,Buena,,Profesor,Matrona,Entre los últimos de la clase,Dentro de la media,4,4,3,2,2,2,4,3,3,2,4,4,4,4,4,2,4,4,2,4,3,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,Muy buena,Buena,Buena,Bien,Sí,algo relacionado con informatica,Muy buena,Bien,Sí,No,9,el phishing,hackrf,poner ratones a los portátiles,4,4,4,2,1,3,5,3,4,2,4,4,4,4,4,2,3,4,2,4,3
88,CIBERSEGURIDAD,SENIOR,1312674,15,Chico,Yo,No,No sé,Me da igual,,camarero,en una oficina,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,4,3,3,4,3,2,4,4,5,5,4,4,5,3,4,4,2,4,5,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,Buena,Muy buena,Regular,Bien,No sé,no lo se aun,Buena,Bien,Sí,Sí,8,aprender sobre ciberseguridad,el horario,el horario,4,3,5,4,4,4,4,3,4,3,4,4,3,3,4,3,3,5,3,4,4
89,CIBERSEGURIDAD,SENIOR,1411232,16,Chico,Yo,No,Sí,Muy buena,,Fucionario,Aparejadora,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,3,5,1,5,5,5,5,4,5,4,5,1,5,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Regular,Muy bien,Sí,Ciberseguridad,Muy buena,Bien,Sí,Sí,10,Las practicas,La teoría,Dar mas practicas,5,5,5,1,1,5,5,4,5,1,5,5,5,5,3,5,3,5,1,3,5
90,CIBERSEGURIDAD,SENIOR,1411317,14,Chico,Yo,2019,Sí,Buena,,Ingeniero agrónomo,Ingeniero agrónomo,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,4,4,4,4,2,5,5,5,4,3,4,4,4,1,3,4,PROGRAMACION WEB,SENIOR,Chico,Muy bien,10,9,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Alguna ingeniería,Buena,Bien,Sí,Sí,9,Todo lo aprendido,todo ha estado bien,Todo está bien,5,4,4,1,2,4,4,4,5,1,5,4,4,4,3,3,4,4,1,3,4
91,CIBERSEGURIDAD,SENIOR,1712155,14,Chico,Yo,No,Sí,Buena,,abogado,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,3,2,2,3,5,4,3,3,4,4,4,3,4,3,4,4,1,2,3,CIBERSEGURIDAD,SENIOR,Chico,Bien,8,8,Muy buena,Buena,Muy buena,Bien,Sí,Ingeniería informática,Buena,Muy bien,Sí,Sí,8,La visita a los laboratorios,La wifi,Los ordenadores,4,4,4,2,2,2,4,4,4,2,5,4,4,2,4,4,4,4,1,4,4
92,CIBERSEGURIDAD,SENIOR,1908773,16,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Ingeniera,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,3,2,2,3,4,4,4,2,4,4,4,4,3,3,4,4,2,4,4,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,No asistí,No asistí,Regular,Bien,Sí,no se,Buena,Bien,Sí,Sí,9,Patio,Nada.Todo bien,Más tiempo de patio,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,1,5,1,5,5
93,CIBERSEGURIDAD,SENIOR,2105971,14,Chico,"Mis padres, Otros",No,Sí,Buena,,Trabaja en el área de la red eléctrica,Es farmacéutica,Entre los últimos de la clase,Buen estudiante,4,4,5,3,4,3,3,3,3,4,4,3,3,4,5,4,4,4,3,3,4,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,Muy buena,Buena,Buena,Muy bien,Sí,No lo se la verdad pero siempre he querido algo relacionado con ingenierías. Mecánica o algo de programación.,Muy buena,Bien,Sí,No,10,Me ha gustado todo la verdad. Siempre hay algo que te gusta más o menos pero la  verdad que me ha encantado todo.,Nada la  verdad me ha gustado bastante,Nada,4,4,4,4,2,3,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4
94,CIBERSEGURIDAD,SENIOR,2404298,15,Chico,Yo,No,Sí,Muy buena,,Ingeniero de telecomunicaciones,Ingeniera de telecomunicaciones,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,3,1,1,5,CIBERSEGURIDAD,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,ciberseguridad,Muy buena,Muy bien,Sí,Sí,10,Todo,Nada,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
95,CIBERSEGURIDAD,SENIOR,2406134,17,Chico,Yo,No,Sí,Buena,,Profesor,Farmacia,Entre los primeros de la clase,Buen estudiante,5,5,5,2,5,4,5,5,5,2,5,5,5,5,2,4,4,5,2,4,4,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Regular,Bien,Sí,A las Matematicas,Buena,Muy bien,Sí,Sí,10,la relación con los profesores,un poco avanzado,-,5,5,5,2,2,4,4,5,5,2,5,5,5,5,3,4,4,4,1,4,3
96,CIBERSEGURIDAD,SENIOR,2408656,16,Chica,"Yo, Mis padres","2016, 2017, 2018, 2019, 2020 (online)",Sí,Buena,,Economista,Economista,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,1,4,5,3,4,2,4,5,5,5,4,4,4,5,1,4,5,CIBERSEGURIDAD,SENIOR,Chica,Muy bien,10,10,Muy buena,Muy buena,Buena,Bien,Sí,AI,Muy buena,Muy bien,Sí,Sí,10,el CTF,nada,,5,5,5,3,1,5,5,4,5,1,5,5,5,5,4,5,4,4,1,4,5
97,CIBERSEGURIDAD,SENIOR,2502741,17,Chico,Yo,2019,Sí,Muy buena,,Informático,Editora,"Por el medio, pero más cerca de los primeros",Dentro de la media,5,4,5,1,1,4,5,4,4,4,5,5,5,4,1,4,3,3,1,1,3,EMPRENDE ICADE,SENIOR,Chico,Muy bien,9,9,No asistí,No asistí,Buena,Bien,Sí,Informático,Buena,Bien,Sí,Sí,9,Los profesores,Poca tecnología,Añadir más tecnología,5,5,3,1,1,4,5,5,3,5,5,5,5,4,4,5,2,4,1,1,4
98,CIBERSEGURIDAD,SENIOR,2708000,14,Chica,Yo,No,Sí,Muy mala,,INE,BDE,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Algo relacionado con la ciencia,Muy buena,Muy bien,Sí,Sí,10,El material,El horario,"De que hora a que hora va el patio ( misma duración, diferente hora)",5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,5,5,5,1,1,5
99,CIBERSEGURIDAD,SENIOR,2901837,16,Chico,Yo,No,Sí,Muy buena,,informático,directora empresarial,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,4,5,4,4,1,4,5,5,5,1,3,4,4,1,1,4,CIBERSEGURIDAD,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Algo relacionado con la informática,Muy buena,Muy bien,Sí,Sí,10,Aprender a hackear,Madrugar,Todo está bien,5,5,5,1,1,4,5,4,5,1,5,5,5,5,1,5,5,5,1,1,5
100,CIBERSEGURIDAD,SENIOR,3003609,16,Chico,Yo,No,Sí,Buena,,Jefe de una empresa,No trabaja,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,3,2,2,3,4,3,4,4,5,4,4,4,3,4,4,4,2,3,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,8,8,Muy buena,Muy buena,Mala,Bien,No,No lo tengo claro,Buena,Muy bien,Sí,Sí,7,Aprender lo básico con pyzon,nada,,3,3,4,2,3,3,3,4,4,1,4,4,3,3,3,3,3,4,2,3,4
101,CIENCIA EN LA COCINA,JUNIOR,408000,11,Chico,Yo,No,No sé,Buena,,Ingeniero,Profesora,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,1,4,3,4,5,3,5,3,2,5,1,3,4,5,1,1,5,CIENCIA EN LA COCINA,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Mala,Muy bien,No sé,Cantante y actor.,Muy buena,Muy bien,Sí,Sí,10,Cocinar.,Todo me ha gustado mucho.,"No, está muy bien así.",5,3,5,1,3,4,3,5,5,1,5,4,3,4,3,3,4,5,1,1,5
102,CIENCIA EN LA COCINA,JUNIOR,501000,12,Chico,Yo,No,Sí,Muy buena,,Es arquitecto,Es arquitecta,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,5,4,5,5,2,5,4,4,4,2,4,5,5,1,1,5,ENERGIAS RENOVABLES,JUNIOR,Chica,Muy bien,9,8,Buena,No asistí,Buena,Muy bien,No sé,tengo dudas,Muy buena,Muy bien,Sí,Sí,10,los proyectos,.,.,5,4,5,1,2,4,4,4,5,2,5,4,4,4,2,4,4,5,2,3,4
103,CIENCIA EN LA COCINA,JUNIOR,505000,12,Chica,Otros,No,No sé,Muy buena,,informática,informática,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,3,4,4,5,3,5,5,4,5,1,3,5,5,1,1,5,CIENCIA EN LA COCINA,JUNIOR,Chica,Muy bien,10,10,No asistí,No asistí,Mala,Muy bien,Sí,profesora de matemáticas o educación física,Muy buena,Muy bien,Sí,Sí,9,Las esferificaciones,Nada,Nada,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,4,5,5,1,1,5
104,CIENCIA EN LA COCINA,JUNIOR,609000,9,Chico,"Yo, Mis padres",No,No sé,Me da igual,,No me acuerdo,Profesora en comillas,"Por el medio, pero más cerca de los últimos",Dentro de la media,5,3,3,1,2,2,1,3,3,2,5,3,2,1,5,2,5,4,2,5,3,ROBOTICA,JUNIOR,Chica,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No sé,decoradora de interiores o algo relacionado con la sostenibilidad,Muy buena,Muy bien,Sí,Sí,9,la gente que he conocido y lo que he aprendido montando legos,nada,esta todo muy bien,4,4,4,3,4,2,4,3,4,2,5,4,4,4,5,3,5,4,2,4,4
105,CIENCIA EN LA COCINA,JUNIOR,706000,10,Chica,Yo,No,No sé,Buena,,profesor,profesor,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,5,1,1,4,4,4,4,2,5,4,4,4,3,4,4,4,2,1,5,CIENCIA EN LA COCINA,JUNIOR,Chico,Bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,biología de animales terrestres.,Muy buena,Bien,Sí,Sí,10,lo bien que nos lo pasamos con los compañeros,no hay nada malo,"yo creo que no se puede mejorar nada, es muy divertido",1,5,5,1,1,4,5,4,5,1,5,4,5,5,2,5,4,5,1,1,4
106,CIENCIA EN LA COCINA,JUNIOR,903000,10,Chica,"Yo, Mis padres",No,Sí,Muy buena,,en ingeniería,en ingeniería,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,1,3,3,3,3,5,3,5,3,3,3,2,3,5,5,1,1,5,INGENIERIA MECANICA,JUNIOR,Chico,Muy bien,8,10,Buena,No asistí,Muy buena,Bien,Sí,"no lo se, aunque algo de ingenieria",Muy buena,Muy bien,Sí,Sí,10,montar y desmontar coches,la hora de entrada,"empezar mas tarde, y cambiar material (lapices, gomas...)",5,5,5,1,1,5,5,5,5,4,5,5,4,5,5,4,5,5,1,2,5
107,CIENCIA EN LA COCINA,JUNIOR,911000,11,Chica,Mis padres,2019,No sé,Buena,,medicina,enfermera,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,5,2,3,4,4,4,5,4,5,3,4,4,2,2,5,5,1,3,4,DISEÑO 3D,SENIOR,Chico,Bien,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,ingeniero mechanico,Buena,Muy bien,Sí,Sí,10,aprender ha utilizar diferentes programas para diseñar figuras en 3 dimensiones,fallos en los ordenadores,nada,3,4,4,1,2,4,4,2,4,3,5,4,4,5,3,3,4,4,2,1,4
108,CIENCIA EN LA COCINA,JUNIOR,1110000,10,Chico,Yo,No,Sí,Buena,,trabaja en una empresa farmacéutica,departamento de marketing en Adove,Entre los primeros de la clase,Buen estudiante,4,5,5,2,1,3,1,3,3,3,5,5,5,4,3,3,5,3,2,2,5,CIENCIA EN LA COCINA,JUNIOR,Chico,Muy bien,10,10,Buena,Buena,Muy buena,Bien,No sé,ser futbolista oh algo dentro del deporte,Muy buena,Muy bien,Sí,Sí,10,cunado hicimos ravioli o el salchichón de chocolate,nada,el patio porfa  el patio si,3,5,5,1,1,2,1,3,2,1,1,5,5,5,2,2,3,1,2,1,3
109,CIENCIA EN LA COCINA,JUNIOR,1206000,13,Chica,Yo,No,Sí,Muy buena,,iNGENIERO SUPERIOR,FISICA,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,2,2,4,4,4,4,5,3,4,4,3,4,5,4,1,3,5,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Bien,10,1,No asistí,No asistí,Muy buena,Bien,No sé,No lo se que quiero ser pero creo que me quiero ir por ciencias,Muy buena,Muy bien,Sí,Sí,10,Los compañeros y la profesora que me han tocado,Que a veces no iban los ordenadores,intentar que los ordenadores funcionen mejor o comprar unos nuevos,4,4,3,1,4,3,4,4,4,2,5,3,4,4,2,2,5,3,1,3,2
110,CIENCIA EN LA COCINA,JUNIOR,1209000,11,Chico,Mis padres,No,No sé,Buena,,abogado,abogado,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,1,3,3,4,5,5,3,5,5,4,4,1,3,4,5,1,4,5,VIDEOJUEGOS 2D,JUNIOR,Chico,Muy bien,8,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,PALEONTOLOGO,Muy buena,Muy bien,Sí,Sí,10,LOS ORDENADORES,EL PATIO,PATIO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
111,CIENCIA EN LA COCINA,JUNIOR,1312000,11,Chica,Yo,No,Sí,Buena,,Asesor,Matemática en banca,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,3,2,3,1,3,3,4,1,5,3,4,3,1,1,5,5,1,1,3,VIDEOJUEGOS 2D,JUNIOR,Chico,Poco,8,8,Buena,No asistí,Muy buena,Bien,No,A ser profesor de geografía,Buena,Muy bien,Sí,No,6,La charla de ONGD de África,El patio,No lo sé.,3,1,3,2,5,2,1,4,3,5,4,3,1,3,3,1,4,3,3,1,3
112,CIENCIA EN LA COCINA,JUNIOR,1402000,10,Chico,"Yo, Mis padres",No,Sí,Buena,,Ingeniería,Abogado de empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,2,5,2,5,1,5,4,5,4,2,3,3,5,1,2,5,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,8,9,Buena,Buena,Buena,Bien,No sé,No sé,Buena,Bien,Sí,Sí,10,el trabajo,no sé,nada,4,4,5,3,2,3,4,3,4,2,5,4,4,4,4,3,4,2,4,3,4
113,CIENCIA EN LA COCINA,JUNIOR,1505000,11,Chica,Mis padres,No,No sé,Buena,,asesor,profesora de universidad,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,4,2,2,3,3,4,4,3,5,2,3,4,4,3,5,5,1,4,2,DISEÑO 3D,JUNIOR,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,trabajar con animales,Buena,Bien,Sí,Sí,10,todo,que era un poco dificil,nada,4,4,5,1,2,4,4,3,4,2,5,4,4,4,2,3,4,4,1,3,3
114,CIENCIA EN LA COCINA,JUNIOR,2110000,9,Chica,Mis padres,No,No sé,Mala,,no lo sè,no lo sè,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,3,3,5,3,3,3,2,3,3,5,4,3,3,3,3,2,3,4,3,4,3,VIDEOJUEGOS 2D,JUNIOR,Chica,Bien,10,9,Buena,Buena,Buena,Muy bien,Sí,guionista,Buena,Muy bien,Sí,Sí,10,el shellshoker,cuando te matan en el shell shokers,no se,5,5,5,1,2,4,3,4,5,1,4,5,5,5,1,5,4,5,1,1,5
115,CIENCIA EN LA COCINA,JUNIOR,2301000,10,Chica,Mis padres,No,No sé,Buena,,es secretario en un colegio,trabaja en un banco,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,3,4,3,3,5,3,4,4,4,4,4,4,4,3,1,4,4,MINECRAFT,JUNIOR,Chico,Bien,7,8,No asistí,No asistí,Buena,Muy bien,Sí,matematico,Buena,Muy bien,Sí,Sí,8,minecraft con amigos,nada,conocimientos mas especificos de minecraft,4,4,5,1,2,3,3,5,4,2,5,5,4,5,2,4,5,5,1,3,5
116,CIENCIA EN LA COCINA,JUNIOR,2501000,10,Chica,Mis padres,No,No sé,Me da igual,,cónsul español en Boston,no lo sé,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,3,1,4,3,2,3,2,1,3,1,2,3,2,4,3,3,2,5,3,3,ENERGIAS RENOVABLES,JUNIOR,Chico,Muy bien,8,7,Muy buena,No asistí,Buena,Muy bien,No sé,no se,Buena,Muy bien,Sí,Sí,9,ls proyectos,el patio,la organizacion del horario,4,3,3,1,3,4,3,5,4,3,3,4,3,5,1,3,4,4,1,1,4
117,CIENCIA EN LA COCINA,JUNIOR,2802000,10,Chica,Yo,No,Sí,Buena,,es profesor de ingeneria mecanica y fluidos,en residencias de personas mayores,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,5,5,5,5,4,3,5,4,4,1,3,4,ROBOTICA,JUNIOR,Chica,Muy bien,10,10,Regular,Regular,Regular,Muy bien,No sé,informatica,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,4,4,5,1,1,1,3,5,4,2,5,4,4,4,1,2,5,5,1,1,5
118,CIENCIA EN LA COCINA,JUNIOR,2812000,10,Chica,Mis padres,No,No sé,Buena,,Abogado,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,2,5,4,4,5,3,5,4,3,5,2,2,5,4,1,1,3,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Bien,10,9,Muy buena,No asistí,Regular,Muy bien,No sé,A la medicina (farmacia) y diseñadora de moda,Buena,Regular,Sí,Sí,9,"Las maquinas expendedoras, hacer amigos/as y las clases en general",El dolor de cabeza por los ordenadores,poner otro descanso de 10 /15 minutos,4,3,3,1,3,4,4,3,5,4,5,4,3,5,3,2,4,4,1,1,3
119,CIENCIA EN LA COCINA,JUNIOR,3103000,11,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En ordenadores,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,3,4,3,4,5,2,5,5,3,4,2,3,5,5,1,3,5,CIENCIA EN LA COCINA,JUNIOR,Chica,Bien,10,10,No asistí,No asistí,Buena,Muy bien,No sé,Actriz o diseñadora de interior,Buena,Bien,Sí,Sí,10,Los proyectos,Nada,Nada,4,3,5,2,3,3,2,4,5,3,5,5,3,4,2,3,5,5,1,2,5
120,CIENCIA EN LA COCINA,JUNIOR,140509000,12,Chico,Yo,No,No sé,Buena,,no lo sé,profesora de universidad en una facultad,Entre los primeros de la clase,Buen estudiante,4,3,3,1,3,2,2,4,4,3,5,2,2,3,3,2,4,3,2,5,2,CIENCIA EN LA COCINA,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Médico,Buena,Bien,Sí,Sí,10,Lo cómodo que he estado con mis profesores y compañeros y la ayuda y atención de los profesores en los alumnos,Lo corto que ha sido,Nada,3,3,3,3,3,3,3,4,4,3,5,3,3,3,3,3,3,3,3,3,3
121,CIENCIA EN LA COCINA,SENIOR,307399,13,Chica,Yo,No,Sí,Muy buena,,Es procesador de datos,Profesora de universidad,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,4,5,5,1,1,5,DISEÑO 3D,JUNIOR,Chica,Bien,9,9,No asistí,No asistí,Buena,Muy bien,Sí,Arquitecta,Muy buena,Muy bien,Sí,Sí,9,Las figuritas,Esperar,Nada,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,4,5,5,1,1,5
122,CIENCIA EN LA COCINA,SENIOR,904445,15,Chica,Yo,"2017, 2018, 2019",Sí,Me da igual,,abogado,decoradora de interiores,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,4,2,1,3,5,4,4,2,4,5,5,4,3,5,3,4,1,3,4,CIENCIA EN LA COCINA,SENIOR,Chica,Muy bien,10,9,Buena,Buena,,Muy bien,Sí,a la investigación en medicina,Buena,Muy bien,Sí,Sí,9,"Los trampantojos quedaron súper bien y fueron muy divertidos de hacer, el horno fue muy chulo también y todo lo del chocolate","las esferificaciones por decir algo, pero no estaban mal",poner un fregadero en la clase si se puede para no perder tanto tiempo limpiando,5,5,5,2,1,3,5,4,4,1,4,5,5,5,3,5,3,4,1,3,3
123,CIENCIA EN LA COCINA,SENIOR,1503293,14,Chico,"Yo, Mis padres",2019,No sé,Buena,,Director económico - financiero,Economista,Entre los primeros de la clase,Muy buen estudiante,3,4,5,1,2,3,3,3,4,3,4,3,3,4,3,3,3,5,3,3,4,CIENCIA EN LA COCINA,SENIOR,Chica,Muy bien,9,9,Muy buena,Muy buena,Buena,Bien,No sé,Todavía no sé,Buena,Bien,Sí,Sí,9,Que hemos aprendido muchas técnicas diferentes que podremos aplicar en casa y también que los profesores controlan muy bien cada curso.,Que empieza muy pronto aunque entiendo que es para aprovechar más el tiempo.,Creo que todo está bien.,4,5,5,1,2,3,3,4,4,2,5,4,4,4,4,3,4,5,2,2,4
124,CIENCIA EN LA COCINA,SENIOR,3010927,15,Chica,Yo,"2018, 2019",Sí,Muy buena,,Ingeniero eléctrico,Ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,4,5,4,1,1,4,5,4,4,1,5,5,5,4,2,4,4,4,1,1,3,CIENCIA EN LA COCINA,SENIOR,Chica,Muy bien,10,10,Buena,Buena,,Muy bien,Sí,"Ingeniería industrial, diseño gráfico o algo relacionado con matemáticas",Muy buena,Muy bien,Sí,Sí,10,El profesor nos daba libertad de elegir lo que hacer. He aprendido cosas sobre ciencia y a la vez sobre cocina. Las actividades eran muy creativas y de un nivel muy razonable,En ciertas ocasiones manchábamos más de lo necesario y había ingredientes que eran muy difíciles de limpiar,"La hora de entrada es demasiado temprano por lo cual se está muy cansado durante las horas de clase y el resto del día. El descanso podría ser más largo, ya que apenas da tiempo a tomarse algo de comida y despejar un poco la mente.",5,5,4,1,1,4,5,5,4,1,5,5,5,4,1,5,4,4,1,1,4
125,DISEÑO 3D,JUNIOR,506000,11,Chico,Mis padres,No,No sé,Buena,,En ingieneria,En un banco,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,3,3,3,4,3,5,4,3,4,2,3,5,5,1,3,4,EDICION DE FOTO Y VIDEO,JUNIOR,Chico,Bien,10,1,No asistí,No asistí,Muy buena,Bien,Sí,realizador de cine,Buena,Muy bien,Sí,Sí,10,Editar fotos,nada,nada,4,3,5,1,3,1,4,4,4,3,5,3,3,4,3,3,4,4,2,5,4
126,DISEÑO 3D,JUNIOR,610000,10,Chica,Yo,2020 (online),Sí,Muy buena,,Inspector de acienda,Inspectora de acienda,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,2,5,5,3,5,1,5,5,5,5,3,5,3,4,1,2,5,INGENIERIA MECANICA,JUNIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,Sí,Ingienería,Muy buena,Muy bien,Sí,Sí,10,Los laboratorios,Nada,Creo que el curso esta muy bien,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5
127,DISEÑO 3D,JUNIOR,707000,11,Chico,Yo,No,Sí,Buena,,Ingeniero de minas,Dermatóloga,Entre los primeros de la clase,Buen estudiante,4,4,4,1,3,2,4,4,5,3,5,4,4,4,3,3,4,4,2,2,3,DISEÑO 3D,JUNIOR,Chico,Bien,9,9,No asistí,No asistí,,Muy bien,Sí,Farmacéutico,Buena,Bien,Sí,No,9,Que puedes tener cosas físicas,Es muy lioso diseñar,Que empieze más tarde,4,3,4,1,2,3,4,5,4,3,5,4,3,4,2,3,4,3,2,2,4
128,DISEÑO 3D,JUNIOR,804000,11,Chica,Yo,No,No sé,Buena,,ES PROFESOR DE ICADE Y TRABAJA EN FERROVIAL,HACE CURSOS DE UNIVERSIDADES,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,3,4,4,1,1,2,1,3,3,4,5,3,1,3,1,2,5,4,1,3,5,DISEÑO 3D,JUNIOR,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Arquitectura,Muy buena,Bien,Sí,Sí,10,Boli 3D,Nada,Nada,4,4,5,1,3,4,3,4,5,3,5,3,3,3,4,3,3,5,4,5,4
