Curso,Nivel,Codigo,Edad,Genero,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias,Dedicacion,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
DRONES,SENIOR,306080,16,Chico,Yo,"2019, 2020 (online)",Sí,Muy buena,,Ingeniería industrial,Farmacovigilancia,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,5,4,4,1,5,5,5,4,4,5,4,4,1,2,4
DRONES,SENIOR,310825,15,Chico,Yo,No,Sí,Muy buena,,Piloto,Piloto,Entre los primeros de la clase,Muy buen estudiante,4,4,5,2,1,5,4,4,5,3,5,5,4,5,3,4,5,5,1,4,3
DRONES,SENIOR,805382,16,Chico,Yo,"2019, 2020 (online)",Sí,Buena,,Ingeniero de teleco,Ingeniera de teleco,Entre los primeros de la clase,Buen estudiante,4,5,5,2,2,3,4,4,5,2,5,4,4,4,3,3,3,3,2,2,5
DRONES,SENIOR,1010827,14,Chico,"Yo, Mis padres",No,Sí,Buena,,Administrativo,Administrativo,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,5,4,1,1,3,4,3,4,2,4,4,4,4,3,4,4,3,1,4,4
DRONES,SENIOR,1307570,14,Chico,Yo,No,No sé,Buena,,Ingeniero,Agencia de viajes,"Por el medio, pero más cerca de los últimos",Buen estudiante,3,4,2,1,3,2,4,3,4,3,4,5,3,3,4,2,3,4,1,5,3
DRONES,SENIOR,1312000,13,Chica,"Yo, Mis padres, Otros",No,No,Me da igual,,ingeniero industrial,coaching,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,3,2,3,4,3,5,5,5,2,3,2,1,4,3,3,1,4
DRONES,SENIOR,1608055,15,Chico,Yo,No,Sí,Buena,,Banco Santander,Banco Santander,Entre los primeros de la clase,Buen estudiante,5,5,4,3,2,3,4,4,5,2,5,4,5,5,4,5,4,4,1,4,4
DRONES,SENIOR,1611000,14,Chico,Yo,"2016, 2017, 2018, 2019, 2020 (online)",No sé,Buena,,Empresario,Nada,Entre los primeros de la clase,Muy buen estudiante,4,4,4,2,3,3,3,3,4,3,4,3,3,3,2,3,2,4,1,2,4
DRONES,SENIOR,1802670,15,Chico,Yo,No,Sí,Muy buena,,Desarrollador Senior,Directora Asesoría Jurídica,Entre los primeros de la clase,Buen estudiante,5,4,4,2,2,5,4,4,5,1,5,4,4,5,3,4,4,4,1,3,3
DRONES,SENIOR,1809761,14,Chico,"Yo, Mis padres",2019,Sí,Buena,,Medicina,Medicina,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,4,5,2,2,5,4,5,5,2,5,5,4,5,2,4,5,5,1,2,4
DRONES,SENIOR,1809761,14,Chico,"Yo, Mis padres",2019,Sí,Buena,,Medicina,Medicina,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,4,5,2,2,5,4,5,5,2,5,5,4,5,2,4,5,5,1,2,4
DRONES,SENIOR,1809761,14,Chico,"Yo, Mis padres",2019,Sí,Buena,,Medicina,Medicina,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,4,5,2,2,5,4,5,5,2,5,5,4,5,2,4,5,5,1,2,4
DRONES,SENIOR,1905254,17,Chico,Yo,"2018, 2019",Sí,Muy buena,,Traductor y profesor,Profesora/directora,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,2,5
DRONES,SENIOR,1905254,17,Chico,Yo,"2018, 2019",Sí,Muy buena,,Traductor y profesor,Profesora/directora,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,2,5
DRONES,SENIOR,2203645,16,Chico,Yo,"2016, 2017, 2018, 2019",Sí,Muy buena,,no tengo,Amnistía internacional,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
DRONES,SENIOR,2207915,13,Chico,Mis padres,No,Sí,Muy buena,,Informática,Economía,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,3,1,1,3,5,4,4,4,4,5,5,5,4,2,4,4,2,3,4
DRONES,SENIOR,2211745,15,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,Ingeniero de Telecomunicaciones,Consultoría,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,4,5,5,3,5,3,5,1,1,5
DRONES,SENIOR,2403282,14,Chico,"Yo, Mis padres",No,Sí,Buena,,Institución iberoamericana,Paro,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,3,3,4,5,4,4,5,4,4,4,5,4,3,5,1,4,5
DRONES,SENIOR,2609256,14,Chico,"Yo, Mis amigos",No,Sí,Buena,,Arquitecto,Arquitecto,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,4,5,3,2,3,4,3,4,4,5,4,4,4,4,3,4,5,2,3,3
DRONES,SENIOR,2709421,14,Chico,"Yo, Mis padres",2020 (online),Sí,Buena,,Empresario,Enfermera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,5,5,3,5,5,5,5,4,5,3,4,5,5,1,3,4
DRONES,SENIOR,2812231,13,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Ingeniero,Jueza,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,1,4,3,5,4,4,3,5,5,5,4,2,3,4,4,1,2,5
DRONES,SENIOR,2901314,15,Chico,Mis padres,No,No sé,Buena,,ingeniero industrial,ingeniera de telecomunicaciones,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,4,4,2,4,3,3,4,3,2,5,5,3,4,3,4,3,4,2,4,3
DRONES,SENIOR,2901873,14,Chico,Mis padres,No,No sé,Buena,,abogado,abogada y profesora,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,4,3,4,3,4,1,5,5,4,4,3,5,4,4,1,3,4
DRONES,SENIOR,2909080,14,Chico,Mis padres,No,No sé,Me da igual,,Veterinaria,Ingeniería,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,2,3,4,4,4,3,4,4,4,4,2,3,4,4,2,2,4
EDICION DE FOTO Y VIDEO,JUNIOR,71000,13,Chica,"Yo, Mis padres",No,Sí,Buena,,project manager,Arquitecto técnico,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,4,4,5,3,4,2,5,4,5,5,4,3,3,4,1,3,5
EDICION DE FOTO Y VIDEO,JUNIOR,107000,11,Chico,Mis padres,No,No,Muy mala,,No lo se,Profesora universitaria,"Por el medio, pero más cerca de los primeros",Dentro de la media,1,1,2,5,1,1,1,1,1,5,2,1,1,1,5,1,3,2,5,5,2
EDICION DE FOTO Y VIDEO,JUNIOR,109000,10,Chico,Yo,No,No sé,Buena,,Custosmobile,Zara,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,2,4,3,3,2,3,4,3,3,5,3,3,3,3,2,4,4,2,4,4
EDICION DE FOTO Y VIDEO,JUNIOR,150000,11,Chico,"Yo, Mis padres",No,Sí,Muy buena,,no lo se,tampoco lo se,"Por el medio, pero más cerca de los primeros",Dentro de la media,5,4,4,1,2,4,4,3,5,3,4,4,4,4,1,3,3,4,1,3,5
EDICION DE FOTO Y VIDEO,JUNIOR,309000,11,Chico,Yo,2018,Sí,Muy buena,,Empresario(Ingenieria electronica),Empresario(Ingenieria electronica),"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,3,1,4,2,2,5,4,4,5,4,1,3,1,1,4,4,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,504000,13,Chica,Mis padres,"2018, 2019",No sé,Me da igual,,Es ingeniero,Es ingeniera,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,2,4,3,3,2,3,4,3,3,5,5,3,4,2,3,4,4,3,2,3
EDICION DE FOTO Y VIDEO,JUNIOR,802000,12,Chica,"Yo, Mis padres",No,No sé,Buena,,Creo que es director financiero,Es economista,Entre los primeros de la clase,Muy buen estudiante,4,3,4,2,3,3,3,3,4,5,5,4,3,4,3,1,4,5,2,4,4
EDICION DE FOTO Y VIDEO,JUNIOR,1001051,12,Chica,Mis padres,No,No sé,Buena,,Ingeniero,Interventora del ayuntamiento de Jerez,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,1,4,5,5,4,1,5,5,5,5,3,3,4,4,1,3,4
EDICION DE FOTO Y VIDEO,JUNIOR,1109806,12,Chica,Mis padres,No,No sé,Buena,,ferrovial,no se,Entre los primeros de la clase,Buen estudiante,3,4,5,2,3,2,4,4,3,3,5,3,4,2,2,3,4,4,1,2,4
EDICION DE FOTO Y VIDEO,JUNIOR,1310000,11,Chica,Yo,2020 (online),Sí,Buena,,matemático en la financiera el corte ingles,Abogada colegiada en Linea directa aseguradora,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,4,4,3,4,1,5,3,4,4,4,4,5,5,1,4,5
EDICION DE FOTO Y VIDEO,JUNIOR,1402000,13,Chico,Mis padres,No,No sé,Buena,,ingeniera,ingeniera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,3,3,3,3,4,2,5,3,3,4,2,3,4,4,1,3,4
EDICION DE FOTO Y VIDEO,JUNIOR,1603000,12,Chico,Yo,2019,Sí,Muy buena,,Doctor,Jefa de empresa de máquinas para hospitales de la península ibérica,Entre los primeros de la clase,Buen estudiante,4,3,4,2,3,3,3,3,4,3,4,3,3,4,3,3,4,4,2,3,4
EDICION DE FOTO Y VIDEO,JUNIOR,1809000,11,Chica,Mis padres,"2019, 2020 (online)",Sí,Muy buena,,Doctor ingeniero eléctrico,Ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,4,5,4,5,5,2,5,5,4,5,1,4,5,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,1812000,12,Chica,Mis padres,No,No sé,Me da igual,,funcionario,en bbva,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,3,1,4,2,3,3,2,3,3,3,3,3,3,2,4,3,3,3,3
EDICION DE FOTO Y VIDEO,JUNIOR,2103000,11,Chica,"Yo, Mis padres",No,Sí,Muy buena,,en renaul y rci,en renaul,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,4,4,5,1,5,5,5,4,2,4,5,5,1,2,5
EDICION DE FOTO Y VIDEO,JUNIOR,2203000,13,Chica,"Yo, Mis padres",2020 (online),Sí,Muy buena,,Ingeniero,Ingeniera,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,5,5,2,5,5,5,5,1,4,4,4,1,3,4
EDICION DE FOTO Y VIDEO,JUNIOR,2205000,11,Chico,Mis padres,No,No sé,Muy buena,,marketing,coaching,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,3,3,4,3,2,5,4,3,3,2,3,5,5,2,2,5
EDICION DE FOTO Y VIDEO,JUNIOR,2205000,13,Chico,Yo,No,Sí,Muy buena,,Profesor,Proteccion de riesgos laborales,"Por el medio, pero más cerca de los primeros",Dentro de la media,5,5,5,3,2,4,5,4,5,1,5,5,5,4,3,4,4,5,1,4,5
EDICION DE FOTO Y VIDEO,JUNIOR,2208000,9,Chica,Mis padres,No,No sé,Me da igual,,ingeniero,abogado,Entre los primeros de la clase,Muy buen estudiante,3,2,4,5,3,2,3,4,4,5,4,2,3,3,2,3,5,3,1,1,3
EDICION DE FOTO Y VIDEO,JUNIOR,2602000,12,Chica,"Yo, Mis padres, Mis amigos",No,Sí,Buena,,accionista del banco santander,accionista del banco santander,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,2,4,5,4,4,3,5,5,5,5,4,5,4,5,1,5,5
EDICION DE FOTO Y VIDEO,JUNIOR,2610485,10,Chica,"Yo, Mis padres",2020 (online),No sé,Buena,,marquetin,ingeneria,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,2,5,3,2,3,3,3,4,3,5,5,3,5,4,2,4,5,1,3,5
EDICION DE FOTO Y VIDEO,JUNIOR,2701000,10,Chico,Mis padres,No,No sé,Me da igual,,doinn,doinn,Entre los primeros de la clase,Muy buen estudiante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
EDICION DE FOTO Y VIDEO,JUNIOR,2707000,9,Chica,Yo,No,Sí,Buena,,arquitecto de aeropuertos y profesor de icade,esta haciendo un curso online y trabaja en el hospital,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,2,4,5,2,5,1,5,4,5,4,1,5,4,5,1,1,5
EDICION DE FOTO Y VIDEO,JUNIOR,2710000,8,Chica,Mis padres,No,Sí,Buena,,GOGEL DOINN,GOGEL DOINN JEFA,Entre los primeros de la clase,Muy buen estudiante,5,5,5,5,1,3,3,5,4,5,3,4,5,5,5,5,3,5,1,5,5
EDICION DE FOTO Y VIDEO,JUNIOR,2803000,11,Chica,"Yo, Mis padres",No,No,Buena,,En ICAI,Hace las tareas de mi casa,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,4,3,3,4,3,5,1,5,4,3,5,2,4,4,5,1,4,4
EDICION DE FOTO Y VIDEO,JUNIOR,2804000,12,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,no me acuerdo,no me acuerdo,Entre los primeros de la clase,Muy buen estudiante,5,4,4,2,2,4,5,4,4,2,5,4,4,5,3,4,4,4,1,1,4
EDICION DE FOTO Y VIDEO,JUNIOR,2808000,10,Chica,Mis padres,2018,No sé,Buena,,ingeniería,ingeniería,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,3,2,3,1,3,3,3,4,4,2,2,2,5,2,4,4,4,4,3
EDICION DE FOTO Y VIDEO,JUNIOR,2812000,10,Chica,Mis padres,No,No sé,Buena,,Abogado,Abogada,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,3,1,3,4,5,3,5,2,4,4,2,5,2,2,4,2,1,3,3
EDICION DE FOTO Y VIDEO,JUNIOR,3007000,11,Chico,Mis padres,2019,Sí,Muy buena,,Ingeniero,Abogada,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,4,1,5,4,5,4,3,5,4,5,1,3,5
EDICION DE FOTO Y VIDEO,JUNIOR,3007350,13,Chica,Mis padres,No,No,Buena,,en un hospital,empresaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,3,2,4,1,2,1,1,2,4,3,1,1,3,1,3,4,3,3,3
EDICION DE FOTO Y VIDEO,JUNIOR,3103499,11,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En Ordenadores,Es Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,3,5,1,3,4,3,3,5,3,5,5,3,4,2,3,5,5,1,3,5
EDICION DE FOTO Y VIDEO,JUNIOR,8032008,13,Chico,"Yo, Mis padres",No,No sé,Buena,,ES ABOGADO,ES OFICIAL DE NOTARIA,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,2,3,4,4,3,4,2,5,4,4,5,3,4,4,3,1,3,4
EDICION DE FOTO Y VIDEO,SENIOR,193000,14,Chico,Yo,2019,No,Mala,,economista,psicología,"Por el medio, pero más cerca de los últimos",Dentro de la media,1,1,4,3,5,1,1,3,1,5,3,1,1,3,4,1,4,4,5,2,1
EDICION DE FOTO Y VIDEO,SENIOR,506531,14,Chica,Mis padres,No,No sé,Buena,,Biólogo,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,1,4,2,3,4,5,2,5,5,3,3,2,3,4,4,1,2,5
EDICION DE FOTO Y VIDEO,SENIOR,605000,13,Chica,Mis padres,No,No sé,Buena,,Ingeniero,Profesora,Entre los primeros de la clase,Buen estudiante,4,5,4,1,1,2,5,4,4,2,5,5,5,4,1,3,4,3,1,3,5
EDICION DE FOTO Y VIDEO,SENIOR,708871,13,Chico,Yo,No,Sí,Buena,,financiero,marketing,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,4,2,2,2,4,2,2,3,4,3,3,3,4,2,4,4,3,4,3
EDICION DE FOTO Y VIDEO,SENIOR,804760,15,Chica,"Yo, Mis padres",No,Sí,Me da igual,,Trabaja en marketing y es profesor en ICADE,Trabaja en marketing,"Por el medio, pero más cerca de los últimos",Dentro de la media,5,5,5,2,2,4,4,4,5,1,4,5,4,5,3,3,3,4,1,5,2
EDICION DE FOTO Y VIDEO,SENIOR,905682,15,Chico,Yo,No,Sí,Muy buena,,organizador en la ucm,directora de publicidad,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,4,3,5,1,1,5
EDICION DE FOTO Y VIDEO,SENIOR,1006000,14,Chica,Yo,"2016, 2017, 2018, 2019, 2020 (online)",Sí,Muy buena,,Técnico en electrónica,Administrativa,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,5,5,3,5,5,5,5,1,3,5,5,1,2,5
EDICION DE FOTO Y VIDEO,SENIOR,1207020,13,Chica,Yo,No,No sé,Buena,,Físico,Promociones,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,4,3,3,3,3,4,3,3,2,2,3,3,4,3,4,3,3,2,2
EDICION DE FOTO Y VIDEO,SENIOR,1311072,16,Chico,Yo,2016,Sí,Buena,,informatico,maestra de infantil,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,5,4,3,3,4,4,3,4,2,3,5,3,4,3,1,3,2,3,3,1
EDICION DE FOTO Y VIDEO,SENIOR,1708698,13,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Nada,Entre los primeros de la clase,Muy buen estudiante,4,5,4,1,1,3,5,4,4,3,4,5,5,4,2,3,3,4,1,3,3
EDICION DE FOTO Y VIDEO,SENIOR,1906085,14,Chica,Yo,No,No,Me da igual,,Abogado,Informática,"Por el medio, pero más cerca de los primeros",Dentro de la media,2,1,3,1,5,1,1,1,1,1,5,1,1,1,5,1,3,3,5,5,2
EDICION DE FOTO Y VIDEO,SENIOR,1912000,13,Chica,Mis padres,No,No sé,Buena,,ingeniero,Abogada,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,3,5,4,4,5,1,5,4,3,5,5,3,5,5,1,5,5
EDICION DE FOTO Y VIDEO,SENIOR,2105234,14,Chico,Mis padres,No,No sé,Buena,,Ingeniero de telecomunicaciones,Profesora de derecho,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,3,4,2,4,4,4,3,4,3,2,3,4,3,2,4,3
EDICION DE FOTO Y VIDEO,SENIOR,2112000,14,Chica,Mis padres,2019,No sé,Me da igual,,arquitecto,recursos humanos,"Por el medio, pero más cerca de los primeros",Mal estudiante,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4
EDICION DE FOTO Y VIDEO,SENIOR,2303809,13,Chico,Yo,No,No sé,Buena,,Ingeniero de caminos,Ingeniera de caminos,Entre los primeros de la clase,Dentro de la media,4,4,5,2,2,4,3,4,5,3,5,3,4,3,4,3,4,4,1,4,3
EDICION DE FOTO Y VIDEO,SENIOR,2502000,14,Chica,Mis padres,No,Sí,Buena,,Derecho,Derecho,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,5,1,2,3,4,3,4,2,4,4,4,3,4,4,4,4,2,1,5
EDICION DE FOTO Y VIDEO,SENIOR,2807890,13,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,Ingeniero de telecomunicaciones,Marketing,Entre los primeros de la clase,Muy buen estudiante,3,2,4,2,4,2,2,3,3,4,5,3,2,2,3,2,3,4,3,2,4
EDICION DE FOTO Y VIDEO,SENIOR,3110083,14,Chica,Yo,"2016, 2017, 2018, 2019, 2020 (online)",Sí,Muy buena,,Es abogado,Es abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,4,5,4,5,3,5,4,5,5,2,3,4,5,1,2,5
EDICION DE FOTO Y VIDEO,SENIOR,7720214000,14,Chico,Mis padres,No,No,Me da igual,,es ingeniero aeronaútico,es dentista,"Por el medio, pero más cerca de los últimos",Buen estudiante,1,1,5,3,5,1,1,1,2,1,5,2,1,1,1,1,3,3,5,2,5
EMPRENDE ICADE,SENIOR,107643,16,Chico,Yo,"2017, 2018, 2019, 2020 (online)",No sé,Me da igual,,Abogado,Abogada,Entre los primeros de la clase,Buen estudiante,4,3,5,2,3,4,3,5,4,3,5,5,3,4,4,3,5,5,2,5,5
EMPRENDE ICADE,SENIOR,110956,17,Chico,Yo,No,No,Me da igual,,Cietficio,Profe,Entre los últimos de la clase,Mal estudiante,3,2,4,1,1,2,1,4,1,1,2,1,2,1,2,3,3,2,5,3,1
EMPRENDE ICADE,SENIOR,410780,15,Chico,Yo,2019,No sé,Buena,,franquiciero,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,2,3,4,3,4,5,2,5,4,3,4,3,3,4,4,2,3,4
EMPRENDE ICADE,SENIOR,601215,16,Chico,Yo,No,Sí,Buena,,Oncólogo,En un comedor de un colegio,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,1,3,4,2,4,1,5,4,4,3,3,4,4,3,2,4,3
EMPRENDE ICADE,SENIOR,608130,13,Chico,"Yo, Mis amigos",2019,Sí,Buena,,abogado,decoradora,Entre los últimos de la clase,Muy buen estudiante,5,4,5,1,2,3,4,5,4,3,5,4,4,5,3,4,4,4,1,1,4
EMPRENDE ICADE,SENIOR,703879,15,Chica,Mis padres,No,Sí,Me da igual,,Autonomo empresa,Banca en Santander,Entre los primeros de la clase,Muy buen estudiante,4,3,4,1,3,2,3,3,3,3,5,4,3,4,3,3,4,4,2,4,4
EMPRENDE ICADE,SENIOR,706132,17,Chico,Yo,No,No,Me da igual,,CDO,Banquera,"Por el medio, pero más cerca de los primeros",Dentro de la media,1,1,3,2,5,1,1,3,1,5,1,1,1,1,2,1,3,2,5,2,4
EMPRENDE ICADE,SENIOR,806041,15,Chico,Mis padres,No,No sé,Me da igual,,Es abogado,Es médico,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,3,3,4,2,2,3,2,1,4,3,2,2,4,2,3,3,5,5,4
EMPRENDE ICADE,SENIOR,910628,15,Chico,Yo,"2016, 2017",Sí,Buena,,Algo de ordenadores pero no se que es exactamente,En ver si se puede llevar acabo un proyecto,"Por el medio, pero más cerca de los últimos",Mal estudiante,5,5,5,1,2,5,4,5,5,4,5,5,4,3,3,2,3,3,1,4,5
EMPRENDE ICADE,SENIOR,1503393,16,Chica,"Yo, Mis padres",2019,No,Muy buena,,"Farmacia, organizar que los fármacos son efectivos en algunos clientes antes de sacarlos al mercado",Farmacia (igual que mi padre),Entre los primeros de la clase,Buen estudiante,5,3,4,2,5,3,2,4,4,3,3,3,2,4,4,1,3,4,2,4,4
EMPRENDE ICADE,SENIOR,1601458,17,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Arquitecto,Abogada,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,4,5,5,4,5,4,5,1,4,4
EMPRENDE ICADE,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoría,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,4,5,4,5,4,5,1,2,4
EMPRENDE ICADE,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoría,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,4,5,4,5,4,5,1,2,4
EMPRENDE ICADE,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoría,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,4,5,4,5,4,5,1,2,4
EMPRENDE ICADE,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoría,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,4,5,4,5,4,5,1,2,4
EMPRENDE ICADE,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoría,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,4,5,4,5,4,5,1,2,4
EMPRENDE ICADE,SENIOR,1702418,15,Chica,Mis padres,No,Sí,Buena,,Abogado militar,Profesora de educación infantil,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,1,1,5,5,5,3,4,3,4,3,4,3,4,3,2,1,3
EMPRENDE ICADE,SENIOR,1702418,15,Chica,Mis padres,No,Sí,Buena,,Abogado militar,Profesora de educación infantil,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,1,1,5,5,5,3,4,3,4,3,4,3,4,3,2,1,3
EMPRENDE ICADE,SENIOR,1705326,15,Chica,Mis padres,No,Sí,Buena,,Ingeniero de telecomunicaciones,Ingeniera Informática,Entre los primeros de la clase,Muy buen estudiante,3,4,4,2,2,2,4,3,3,3,5,2,4,4,4,3,4,5,2,4,4
EMPRENDE ICADE,SENIOR,1801010,16,Chico,Yo,2019,Sí,Muy buena,,.,.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,3,3,3,3,5,3,4,4,3,3,1,3,4,4,1,1,5
EMPRENDE ICADE,SENIOR,1903281,16,Chico,Yo,No,Sí,Buena,,Fisioterapeuta,Controladora aérea,Entre los primeros de la clase,Buen estudiante,4,4,4,2,2,3,3,3,4,4,5,4,3,4,4,3,4,4,2,2,4
EMPRENDE ICADE,SENIOR,2108000,14,Chica,Mis padres,No,No sé,Buena,,enfermería,farmaceutica,Entre los primeros de la clase,Buen estudiante,4,4,4,2,3,3,3,3,3,3,4,5,3,4,2,3,3,4,2,2,5
EMPRENDE ICADE,SENIOR,2108000,14,Chica,Mis padres,No,No sé,Buena,,enfermería,farmaceutica,Entre los primeros de la clase,Buen estudiante,4,4,4,2,3,3,3,3,3,3,4,5,3,4,2,3,3,4,2,2,5
EMPRENDE ICADE,SENIOR,2211155,15,Chico,Yo,No,No sé,Buena,,Profesor,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,2,5,2,3,2,2,3,3,4,5,3,2,4,2,2,4,5,2,2,5
EMPRENDE ICADE,SENIOR,2404467,14,Chico,"Yo, Mis padres",2018,Sí,Muy buena,,Director en everis,Telefónica,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,1,5,5,5,5,2,5,4,4,1,2,4
EMPRENDE ICADE,SENIOR,2410695,13,Chico,Yo,No,No,Buena,,Es el fundador y chairman de onetoone Corporate Finance,"Fue funcionaria mucho tiempo, pero ahora es ama de casa.",Entre los primeros de la clase,Muy buen estudiante,3,2,5,2,4,2,2,4,3,5,5,3,2,2,3,1,4,5,3,1,5
EMPRENDE ICADE,SENIOR,2504867,14,Chica,Yo,"2017, 2018, 2019",No sé,Muy buena,,Hace seguros a máquinas,Programar,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,5,2,2,2,3,2,3,3,5,3,3,4,4,3,4,4,1,5,5
EMPRENDE ICADE,SENIOR,2505253,15,Chico,Yo,2019,Sí,Buena,,Arquitecto,Arquitecto,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,4,1,1,3,5,4,4,1,5,4,5,4,2,5,4,5,1,3,5
